node_id,sampling_interval_ms,deadband_value,deadband_type,active
ns=6;s=StarGateway:Shaco.Jinx.CU.Ap_tLmSI_CJYsHnOAiT,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Aq_WGkoI_yTkMYplrnK,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Aq_cwtfE_WdSMorUJqn,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ar_FKrbE_ozRZUdCxtD,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ar_XlhQR_dLebfcsaNh,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ar_gzcSu_VFZeLjwNHC,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ar_kSPIl_ToBtIfewkQ,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.As_OcTRH_ZbGmYSdnjq,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.As_gvRXL_puyAseifQk,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.As_kNIhE_XTYZVUjORm,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.As_rMeCp_HAzRVkuIYn,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.As_tzfmQ_InTFjwqtie,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.At_CNsaZ_CZWHaANhFn,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.At_JKMhp_dFBkseDOxP,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.At_OXews_RSYxLVXQiT,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.At_RjEBH_cxkQGdNbwv,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.At_VWXBT_RtfxCGjhgz,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.At_bZSiY_NzJxdbLBVD,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.At_mIrGy_ZPVSOWikeM,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.At_uywcv_TsjShmfqEy,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.At_yJzdb_eSRTqaLmCt,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Au_TIZoU_mISxJOsRQc,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Au_UoEWR_WmrXGBZxsy,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Au_rRkng_OSzqIlrGFC,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Au_sclXB_oXInxKmqCW,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Av_DQgPl_flsdZryweK,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Av_GwACf_WCPkKLByRH,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Av_HepVJ_JOQBLfdKbr,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Av_QoqJd_sOojrFScPq,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Av_hAPTZ_ugtZCTidNp,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Av_obpuJ_CoIsinpQBZ,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Av_qyWvm_WvJXPAnrMu,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Aw_dLTQk_LPgIfYTxeu,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Aw_frKLi_YaendqtRMU,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Aw_qRwvN_uoRJbdKsMO,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ax_AkKiV_zVImyfYjdv,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ax_BlinK_RMAEgGbkXc,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ax_SdsOx_GiCYfHmgsR,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ax_TgtQV_cOSWezgItl,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ay_KZbzN_zSTABFOmPk,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ay_PJVcF_EugfSsBtDb,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ay_QHpbq_zqXUoOdgRn,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ay_ZxlDz_GzYAhmKRkS,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ay_czJib_lpiTtcVZWI,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ay_mLAjK_XIQcJPpUaj,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ay_vkVBT_CAqcUyoMwQ,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Az_CglpP_qZUwJIAvXl,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Az_IRLME_LbwIadjgPk,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Az_lBZOx_eKmIpQACXy,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Az_lwCSL_XUupvKfeFc,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Az_rpkCR_bRUuAGCeOD,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Az_vpSYX_JpIhjvxOUY,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Az_yhdlf_UOjZvQLoan,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BA_GfYAd_NLGrSdPAlg,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BA_Hibox_gsWwlCnXUV,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BA_JqYsC_GcIysiuEoq,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BA_UeZJS_xIlycYbfvs,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BA_nPtjZ_HFlstihYbq,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BA_vfKeO_IlxPFhLHbz,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BC_IEHjX_UJzTDFlLvN,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BC_IaVrh_RoVCgbwXYU,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BC_Lbqvr_FxYteCsGSv,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BC_TWUAs_aHqiErIzST,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BC_hBiYR_aRvMkEQYxj,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BC_iLlTg_JDQzKfSLaR,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BD_SXqHx_eRItZlNkEL,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BD_SwaAX_cCfLBHmMZT,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BD_hVxfL_yfhGcRjDeM,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BD_qOeHB_xvrYbuDWas,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BE_CUghM_govmTyFqPe,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BE_EnyKr_zuasGfVIxw,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BE_QDrGq_WDuoKBCEPc,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BE_TnOKo_FvEsiJQWrm,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BE_kahdV_sRqwtGTkal,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BE_wDWpF_YDBJuSreUK,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BF_DTrqI_WdtVxaGKrR,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BF_GrwcA_NnHYMuqjSK,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BF_iFtja_GfCPkXFwdy,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BF_iqlfR_xbRcFfpDQJ,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BF_wLAvN_lTVICSGBNd,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BF_wzGuf_DUNVcTSuEh,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BF_xwTCF_GVJqftMUgP,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BG_CaMTW_TlJMjfwDGi,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BG_Gsnwe_uwJRfdPeHh,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BG_NCsRg_vExArNlVye,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BG_okBRH_YqtSnwTZkj,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BG_wBAWe_vplTVednUk,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BH_JLNad_uHaJRvrbQV,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BH_JymAf_AyVxhoPMKb,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BH_PXmxy_KPRjhmOVzB,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BH_SULqQ_ZXmwAvgCnV,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BH_XwDkC_YpdotREnmG,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BH_ZrMSj_ZQpLvDYmyV,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BH_lpnkG_KWrdntwDbP,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BI_jxzaZ_PWhAlzHyqN,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BI_lMHFW_ZhtsazpBlG,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BJ_BExUj_zhGceOLbkn,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BJ_QuKLp_aAPEDznTqK,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BJ_RGKrZ_oysSOrAtlD,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BJ_eLfAK_rWkNcUCGIw,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BJ_efrbi_afjnLZlrbv,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BJ_fjOTv_HqfMbUXYTs,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BJ_fvGbR_CcIGorxtYE,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BJ_pDYLE_cQBGujREXK,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BK_GHEBa_cFugCEMlJo,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BK_HqLEP_IXMQYUVLPA,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BK_RHseN_KshcpUGOYi,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BK_qsXxD_GmXTwDAuqP,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BL_CJftB_FutfLskyjY,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BL_WQunL_szBhESGUYZ,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BL_WntKL_mHnMsReGCc,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BL_aeDxh_iWoAtVTHUh,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BL_lrnim_hyrUnluQtH,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BL_qzNWY_mHTKvnXIsr,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BL_rziZA_OEBNzWKVGq,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BL_xcDQW_UdaZQLiqRk,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BM_OuNFB_AMWbRFNncE,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BM_OvSaw_iAOovepgGU,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BM_SfrAK_ZBXIDKTyvR,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BM_VJYrS_UDEPpmHTSh,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BM_YpOcF_MyUqQoLijA,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BM_lmwQq_VBJjpgQXyr,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BM_zFLYv_ZNuLSArdEf,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BN_dwVpL_MnCNSEBbQv,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BN_xQGrd_qhNAeZWsxa,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BO_nWUYN_gdCwOIbKzR,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BP_RZyVd_OxAcsrlqui,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BP_TtEjk_QWpJnbyZFi,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BP_rvxfn_uVGtmpYrFC,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BQ_OTRIC_CKZOwIDGYA,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BQ_bfHiP_uIbyAidctR,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BQ_xNqiw_jOtyHwgGlq,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BR_Aykzd_fyMUXYoVFg,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BR_BjtgK_VgvQYzapcb,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BR_IEPNn_UlXNbznQur,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BR_QazsX_lriOqgQFVd,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BR_WKvuG_MQwopNAvkm,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BR_cohIU_DQoAPdwcEI,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BR_cuPeE_gXmJwkQsBA,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BR_igpwB_gCHmkMcjZi,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BR_nBZMW_KvBqUyfHcQ,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BR_teWwn_RLCwEyJnWv,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BR_vEYVX_BWIDPVCpLJ,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BS_AaXwB_xIkuwMWJzY,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BS_NwaoQ_MPXAmtyNYp,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BS_WhcHY_WGcwLvmTjd,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BS_lfCDN_OKiRjoasMh,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BT_WzCFP_mwpNocXCay,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BT_XEcRV_eaApKVvGWg,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BT_hmejZ_gzPyfRIViL,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BT_kTWjx_spQJOwfKYe,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BT_tqyEV_BMGwHEenKd,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BU_GQlDX_DiRoQVpBjG,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BU_LclUZ_VJuzUsYfKM,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BU_SLdMF_rYulHjPZKO,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BU_cldQF_NwuYZRsSfW,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BU_dgwLj_zKSkLeWnba,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BU_iUqDN_rYJPvbViGs,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BU_pLlFn_btcYHonAUT,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BU_sJLXV_WTmrLJgyEP,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BV_DsiuE_ioYSIKVbQz,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BV_LZjbz_GIKsdONTFD,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BV_pslMP_LJkHFrfwYE,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BV_zLICP_comQLqGjwX,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BV_zmneB_ZlVJsiPXpB,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BV_zoRsS_jkMAXPlfah,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BW_BfWai_OtKuqRCcHY,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BW_MbWNY_AMchbEFPGR,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BW_uVqXK_VkUgBGLxjd,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BW_yinLV_xIOHoYMpNs,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BX_CwbNA_onwajOVvxA,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BX_MfEHb_mLhiXZEzed,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BX_NMCdl_QadHeUoKLr,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BX_PoJNr_GhAJicZSuV,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BX_dwVco_qMFtmOTDUB,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BX_nAJFU_LGuAHUvPzO,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BX_smqKz_wbiTLEyaeo,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BX_xdSVN_ECDMnPsVch,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BY_LzpVO_yWBOMKlqvD,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BY_mOQfV_qRrfeIxCui,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BZ_RLIPj_qZHBFgzYiX,500,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BZ_TErMy_KzxNJGsYfV,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BZ_WiyvH_bocvqiJUmk,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BZ_XEmIi_vlwpXiErGa,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BZ_kDLuv_ImKRVogEdh,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.BZ_kwqzo_tbwkOTGeop,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BZ_myEFg_RIcmsUMEHd,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.BZ_zjZnX_knfjQgvuBV,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ba_FwirC_KtEsxYfTkr,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ba_HqZMN_zvaUisKDJG,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ba_PYtgC_PSqJVmWzDN,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Ba_VylZo_BmCzGcuajg,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ba_iapZN_SxsukDrQom,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Ba_wdKbM_VzrMOunREZ,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bb_BOVfP_eSyjWxKUYA,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bb_EDqiY_bquEszCOYc,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bb_RKDjL_rzUMXhIoms,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bb_VpOEh_BQAcKnvHlI,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bb_bgUFJ_KhDyWRkfSd,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bb_glcLV_hwvSCTmkHe,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bb_uPykN_LQbsrHXkBV,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Bb_yfAlU_xPMGRohyLr,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Bc_QkLOC_IAsWXwVtLx,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bc_hGAIg_lNsfWMFBUe,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bd_OLVQe_VUTNWiKGSt,1000,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Bd_ShNOG_KgRPpxnWFV,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Bd_apSyl_VxWFJuUnTb,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bd_kNIFG_OKIthldbTs,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Bd_kbphC_INMBCtuUAj,500,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bd_xsEQG_QYrxmDpSqU,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Be_AHdgC_vTsPQVapic,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Be_BDkyt_vewxhtArBm,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Be_GSkYa_fJwOgvPZWl,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Be_KrYZG_MIuOSEhjtB,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Be_QdmNe_TiMdGalNIr,100,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Be_ZlDuX_iSPuKboNyc,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Be_acYBG_KlbjRJvAmY,500,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Be_mQqBU_xbQuhOiTZJ,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Be_nZomr_AeEDBwulMb,1000,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Be_pNeTu_axDegBjWuI,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Be_uArIS_ZXfIFdmkMu,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Be_xMXAY_hKuVOjLvsc,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Bf_ALwoy_aQGirEjcou,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bf_EOTDW_AjHoLYPZkS,500,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bf_EcNDG_qjpDlxZNFu,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bf_LHved_anlgpztAYV,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bf_MbRtk_MuLkPRwIdU,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Bf_XhCtm_GsLMRQAnpN,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bf_mvjPL_fiKEgsjUvc,500,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Bf_xRDVo_tqInugmiVN,500,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bf_zsHtk_YsBKFTREvQ,1000,88,ABSOLUTE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Bg_DtUpC_erWyHmZlXj,1000,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Bg_TylJk_eibMFvIsTK,100,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bg_iMGWP_GIaOenYCiS,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bg_qtagz_jHCMIBQcXh,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bh_JBckS_KVqbweNlIR,100,,,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Bh_dtoDN_KsoNabjnGC,100,9,RELATIVE,0
ns=6;s=StarGateway:Shaco.Jinx.CU.Bh_hgNVc_WycOvJDRKP,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bh_lmtXa_BClhFwyHfg,100,9,RELATIVE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bh_qoTHY_pFWsqaYVQw,1000,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bh_vfTox_FjECHhWeTo,100,,,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bi_CxfGa_aUxQSZMReo,1000,88,ABSOLUTE,1
ns=6;s=StarGateway:Shaco.Jinx.CU.Bi_XwRpm_UlWSeJTsvX,1000,88,ABSOLUTE,1
